5401;GPS;camera;Sat 12 Dec 2009 05:31:22 +0000;Droid;(2.0.1);gps;coordinates;not;saved;with;picture;created;using;inbox;camera;Device;:;Motorola;Droid.;Firmware;Android;2.0.1;took;a;picture;using;the;built;in;camera;application;-0;Store;Location;(ON);-0;Uploaded;to;picassa;GPS;coordinates;were;not;available;in;the;picture;Expected;result:;GPS;tags;(latitude;and;longitude);should;have;been;available;in;the;metadata;of;the;picture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8999;display;Thu 10 Jun 2010 17:34:51 +0000;Motorola;droid;Reproduction:;Problem;occurs;randomly;and;I;canQ'Et;reproduce;on;demand;Issue:;There;is;a;bug;in;the;display;Correct;Behavior:;There;should;not;be;a;bug;in;the;display;Hardware:;Motorola;droid.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13199;email;Wed 15 Dec 2010 16:50:18 +0000;Motorola;Droid;Email (not GMail). Deleted messages go to trash. Trash folder cannot be emptied. I have 3200+ emails there now. Motorola Droid Android 2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10947;gtalk;Thu 02 Sep 2010 04:29:00 +0000;Motorola;Droid2;- Steps to reproduce the problem. Run Android 2.2.20 Run Google Talk 1.3 Receive a message Wait period of time for timestamp to appear below message View area below last message - What happened. When you look below your last message you can VERY VERY faintly see the outline of white text on a very light blue background. The text is unreadable but definitely there. - What you think the correct behavior should be. Modify the font color to be readable on a light background Device: Motorola Droid2 Android OS Version: 2.2.20.A955.Verizon.en.US;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7520;upgrade;image;Sat 03 Apr 2010 15:29:45 +0000;Motorola;Droid;I have observed a marked difference in frame rate of 2-D (Canvas) graphics following a 2.1 update on the Motorola Droid. Details of the comparison between a 2.0.1 Droid averaging 60Hz and a 2.1 Droid averaging 30Hz can be found at the URL below along with a video demonstrating the issue: http://tesujigames.blogspot.com/2010/04/2-d-graphics-slowdown-after- motorola.html IQ'Eve attached the Eclipse project for the test code. Note that even when all drawing code is removed such that the only thing happening in the SurfaceView thread is locking/unlocking the surface the frame rate still averages 30 fps. All other devices used for testing (Nexus One Ion Eris) average around 60fps.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5899;email;network;Fri 08 Jan 2010 00:13:51 +0000;Motorola;Droid;"When the built-in email client setup connects to a IMAP server that does not support any authentication methods supported by the built-in Email client (e.g. Mac OSX Server 10.6Q'Es default) it returns a Q""EUsername or password incorrectQ""E message rather than reporting that there are no supported authentication methods available. To reproduce: Attempt to add an account in the built-in Email client; choose IMAP account select SSL (Accept all certificates) hit Next. Client returns: Q'ESetup could not finish Username or password incorrectQ'E message. (* SSL may not be necessary but I do not have access to a non-SSL IMAP server to verify) To work around: Enable auth=plain as a supported authentication method. In OS X Server 10.6 Launch the server administration tool then choose Q'EMail Settings Advanced SecurityQ""E and check plain as a supported IMAP protocol. Fix: Notify user that there are no supported authentication methods available from the server. Client: Motorola Droid Android 2.0.1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11366;gtalk;Mon 20 Sep 2010 14:41:56 +0000;Motorola;Droid;2;Motorola;Droid;2;running;all;current;updates.;In;the;google;talk;app;the;color;scheme;hides;the;time;stamp;Contact;messages;show;in;bright;blue;and;timestamp;text;is;white.;Impossible;to;read.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9359;dialing;audio;bluetooth;headset;Sun 27 Jun 2010 08:50:33 +0000;Phone;dialling;tones;do;not;go;out;through;an;HSP;connected;headset.;"Using Android 2.1-update1 Motorola Milestone build SHOLS_U2_02.27.6 When a BT headset is connected with profile HSP (and not A2DP) all phone calling sounds (ringing active call audio etc.) go out through the bluetooth headset except the dialing tones when dialing the phone. When dialing the phone (before pressing Q""EsendQ""E) the dialing sounds go out through the Q""EmediaQ""E channel (that is passed only to A2DP connected headsets) while pressing the dialing buttons after pressing send is passed through to the standard HSP connected headset. The phone application should make sure to send all tones through the HSP bluetooth headset regardless if before or during a call - as it is done normally in other phones.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7404;camera;GPS;network;Sat 27 Mar 2010 17:40:32 +0000;Motorola;Milestone;"When internet connection is established camera application is able to get Tag Name by converting current lat/long to some text. It even displays Q""ELocation found:MyCityMyCountryQ""E on startup. When it is not possible(app can not get this Tag Name from internet) then Exif data is not updated with lat/long information. Basicly: when application displays Q""ELocation found:...Q""E on startup geotag information are stored in th picture(and this happens only with internet connection) if not - there is no geotag information in the picture. This happens on Motorola Milestone with Android v.2.0.1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6495;app;Fri 05 Feb 2010 17:54:56 +0000;motorola;milestone;"Hi i used the eclipse plugin to debug android apps on my motorola milestone. Now it doesnQ'Et work any more i run the debugging but nothing appear on the device. So i tryed taping this: $ adb install myApp.apk 152 KB/s (8076 bytes in 0.051s) /system/bin/sh: pm: not found $ Q""Eadb shellQ""E works well instead. Can someone help me?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6558;camera;display;Wed 10 Feb 2010 00:29:46 +0000;Motorola;Droid;ThereQ'Es no way in the Camera API to change the orientation to portrait Repro steps: 1) Create a view (SurfaceView). 2) Create an activity that opens the camera and renders preview frames to a SurfaceView. 3) Override onPreviewFrame of Camera.PreviewCallback to process images. What happens: Preview frames are always delivered in landscape mode. Currently IQ'Em required to force my Activity to landscape orientation using setRequestedOrientation(ActivityInfo.SCREEN_ORIENTATION_LANDSCAPE). My application is designed to allow users to use the camera in a portrait orientation so setting to landscape will not work for me. What I think the correct behavior should be: The Camera class should contain a method called setOrientation which accepts Landscape or Portrait. Preview frames should then be delivered in either landscape or portrait. IQ'Eve reproduced this on Motorola Droid HTC G1 and the Nexus One.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7040;display;Tue 09 Mar 2010 01:11:25 +0000;Motorola;Droid;"I have the Motorola Droid running 2.0.1. I actually have this problem a lot where for no apparent reason all the widgets and icons on my three home screens will disappear and all i see is my wallpaper. I then have to use the little Q""EStartQ""E tab on the bottom to access all my programs or to even use the phone. Sometimes even this tab is missing. Before I used to try to reboot/restart the phone even take out and put back the battery but even that doesnQ'Et restore my home screen all the time. I could not find this bug here but it is well documented here... http://www.droidforums.net/forum/motorola-droid/11142-screens-went-blank- icons-lost.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6002;browser;Tue 12 Jan 2010 19:44:56 +0000;Motorola;Milestone;In the Q'EDownload HistoryQ'E screen selecting Menu gives two options - Q'EClear Call LogsQ'E and Q'ECancel DownloadsQ'E. First one should read Q'EClear DownloadsQ'E... Motorola Milestone 2.0.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6719;app;Thu 18 Feb 2010 18:42:25 +0000;;"When installing my application either from the Android Market or from a direct URL the software installer (not my program) crashes when you press the Q""EopenQ""E button. However the software installed correctly and works fine when you start it from the UI. Steps to reproduce: Method 1. Installing from the Android Market. * If Frink is previously installed from the URL below uninstall it first. * Install the application Q""EFrink Programming LanguageQ""E from the market. * After installation press Q""EopenQ""E. The installer will crash with the alert dialog Q""ESorry! The application Market (process com.android.vending) has stopped unexpectedly. Please try again.Q""E and has a Q""EForce CloseQ""E button. This happens every time. * Note that the software was actually installed correctly and runs correctly when opened from the home window. Since the Market application is not available in the emulator testing in the emulator is not applicable. Hardware Platform: Motorola Droid Android 2. Method 2. Installing from a direct URL: * If Frink is previously installed from the Market uninstall it first. * Download Frink (the exact same file as in the market) by opening Browser and downloading: http://futureboy.us/temp/frink.apk * Install the application by clicking it when download completes. * Press Q""EOpenQ""E when prompted. * The installer will crash with the Alert dialog: Q""ESorry! The application Package Installer (process com.android.packageinstaller has stopped unexpectedly. Please try again.Q""E) This happens every time. * Note that the software was actually installed correctly and runs correctly when opened from the home window. On the emulator note that this process produces a green checkmark (indicating success?) with the contradictory message Q""EApplication install unsuccessfulQ""E with the Q""ELaunchQ""E button greyed out. Q""Eadb logcatQ""E produces nothing of much use. Listed at end. EXPECTED RESULTS: * Software installer should not crash. Q""EOpen/LaunchQ""E button should work properly. If thereQ'Es a problem with the install the reason for the failure should be reported to the user or developer. I/ActivityManager( 47): Starting activity: Intent { data=file:///data/data/com.android.packageinstaller/files/frink-7.apk comp={com.android.packageinstaller/com.android.packageinstaller.InstallAppConfirmation} (has extras) } I/ActivityManager( 47): Displayed activity com.android.packageinstaller/.InstallAppConfirmation: 317 ms I/InstallAppConfirmation( 226): result ok I/PackageInstaller( 226): downloaded app uri=file:///data/data/com.android.packageinstaller/files/frink-7.apk I/ActivityManager( 47): Starting activity: Intent { data=file:///data/data/com.android.packageinstaller/files/frink-7.apk comp={com.android.packageinstaller/com.android.packageinstaller.InstallAppProgress} (has extras) } I/ActivityManager( 47): Displayed activity com.android.packageinstaller/.InstallAppProgress: 182 ms D/PackageParser( 47): Scanning package: /data/app/vmdl72520.tmp D/PackageManager( 47): Scanning package frink.android W/PackageManager( 47): Package couldnQ'Et be installed in /data/app/frink.android.apk I/installd( 28): unlink /data/dalvik-cache/data@app@vmdl72520.tmp@classes.dex I/InstallAppProgress( 226): Sleeping for 5 seconds to display screen D/dalvikvm( 47): GC freed 8760 objects / 407024 bytes in 83ms D/dalvikvm( 154): GC freed 5726 objects / 331592 bytes in 67ms I/PackageInstaller( 226): downloaded app uri=file:///data/data/com.android.packageinstaller/files/frink-7.apk I/ActivityManager( 47): Starting activity: Intent { action=android.intent.action.VIEW data=file:///data/data/com.android.packageinstaller/files/frink-7.apk comp={com.android.packageinstaller/com.android.packageinstaller.InstallAppDone} (has extras) } I/ActivityManager( 47): Displayed activity com.android.packageinstaller/.InstallAppDone: 185 ms D/dalvikvm( 176): GC freed 3471 objects / 172544 bytes in 54ms";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10663;message;upgrade;Sat 21 Aug 2010 18:22:11 +0000;Motorola;Droid;"Received the Android 2.2 update on my Motorola Droid through Verizon the other day and since then have experienced the following issue which happens 100% of the time I perform these steps. 1) Create a Q""EDirect messageQ""E shortcut on the home screen for one of my contacts. 2) Launch the shortcut and I am correctly taken to the contactQ'Es thread. 3) Press the home key. 4) Launch the shortcut again; this time the list of threads is shown. I expected to go to the contactQ'Es thread again. These actions will cause the next use of the shortcut to work CORRECTLY: - Using the back key instead of home to exit the messaging app - Using the home key when the thread list is visible - Using the home key when any other contactQ'Es thread is visible So it appears that leaving the contactQ'Es thread using the home key will cause the direct shortcut to fail the next time.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5872;search;message;Wed 06 Jan 2010 23:52:07 +0000;Motorola;Droid;IQ'Em;currently;using;the;Motorola;Droid;and;when;you;do;a;search;it;always;comes;back;up;as;your;last;search;done;instead;of;the;full;list;of;contacts.;The;only;way;I;found;to;fix;this;was;to;re-import;my;entire;contact;list;again.;Anyone;have;a;work;around;for;this;issue;other;than;what;I;did...IQ'Eve;looked;everywhere;restarted;the;phone;took;out;the;battery.;Nothing;seemed;to;work.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9186;browser;Fri 18 Jun 2010 21:09:05 +0000;Motorola;Milestone;probelm is in the Browser verified on Motorola Milestone Nexus 1 and Samsung Galaxy. Please describe the problem in detail. Be sure to include: - steps to reproduce the bug: 1. surf to Google.com 2. set focus on the search textbox 3. now rotate the device so that it will switch view. 4. you will see that the textbox is multiplied. 5. this wont happen on non focused textbox. - Required behavior as i see it could be 2 options: 1. like on Iphone Block the option to change view if the keyboard is open. 2. fix the rendering engine so that it will work like the non focused textbox. tested on Android Versions: 1.5 - Samsung Galaxy. 2.1 - Motorola MileStone. 2.2 - Motorola MileStone and Nexus 1.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8130;audio;display;system;Tue 04 May 2010 00:21:27 +0000;Music;disappears;completley;On an Motorola Android phone with ver 2.1 OS I uploaded several gigs of music to the /Music folder (SD card) using double twist and other apps. The music does not show up. Re-booted phone (next day) and the music was all there. I looked on the SD card and it IS all there. It just does not show up everytime. Most times not. It acts this way with the default music player cardio workout Btunes and a few others I tried.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
